Indicador,Formación bruta de capital fijo,Talento,Población,PEA,Superficie,PIB corriente,PIB constante,Unidades económicas totales,Incidencia delictiva,Percepción sobre inseguridad,Imparcialidad de los jueces,Calidad institucional de la justicia,Duración procedimientos mercantiles,Indice de eficiencia en la ejecución de sentencias,Ejecución de contratos,Número de notarios,Homicidios,Superficie anual reforestada,Fuentes de energía no contaminantes,Extensión arbolada ,Emergencias industriales,Biodiversidad (especies de fauna y flora),Areas naturales protegidas,Empresas certificadas por su responsabilidad ambiental (en cada diez mil unidades económicas),Valor de la producción agrícola,"Sobre_
explotación de acuíferos",Volumen tratado de aguas residuales (Caudal tratado),Generación de residuos sólidos,Disposición en rellenos sanitarios,Tasa de dependencia económica,Población con acceso a agua potable,Esperanza de vida,Población sin acceso a instituciones de salud,Más de 1 y hasta 2 S.M.,Más de 5 S.M.,Número de médicos por cada mil habitantes,Muertes provocadas por desnutrición,Población ocupada femenil,Ingreso promedio de la mujer,Número de diputadas en la cámara de diputados federal,Número total de diputados en la cámara de diputados federal,Analfabetismo,Eficiencia terminal en secundaria,Eficiencia terminal en preparatoria,Atracción de talento,Calidad educativa,Población económicamente activa que ha recibido capacitación,Deuda directa,Saldos totales de las obligaciones financieras de las entidades federativas,Crecimiento promedio del PIB,Deuda como porcentaje de ingresos garantizables,Plazo promedio de vencimiento de la deuda,Extensión de período gubernamental de presidentes municipales,Participación ciudadana en las elecciones,ïndice Molinar,Elasticidad Salario-PIB,Salarios promedio,Población ocupada en el sector primario,Productividad agrícola (por Ha. Cosechada),Grado promedio de escolaridad,Costo de inmuebles,Inversión ejercida en adquisición de vivienda,Activos fijos netos,Superficie agrícola (media móvil de 4 años),Hogares con televisión de paga y telefonía fija,Penetración de la telefonía movil,Hogares con acceso a internet,Total de hogares,Número de computadoras,Captación de la banca comercial,Red carretera avanzada,Accidentes por malas condiciones del camino,Carga portuaria (aérea y marítima),Operaciones atendidas en los aeropuertos,Destinos aéreos ,Unidades de transporte público,Número de créditos ejercidos,Módulos de la banca múltiple,Oficinas de banca comercial,Monto de las primas pagadas en seguro directo,Disponibilidad de aeropuertos,Índice de calidad de la transparencia,Facilidad para abrir una empresa,Agilidad del registro público,Índice de calidad de calidad de gobierno electrónico,Índice de información presupuestal,Autonomía fiscal,Inversión en bienes informáticos,Eficiencia en recaudación,Recaudación de tenencia,Índice de corrupción y buen gobierno,Personas en el mercado informal,Flujo de extranjeros,Ingresos directos por turismo( Servicios de alojamiento temporal y de preparación de alimentos y bebidas) ,Exportaciones (estimado),Importaciones (estimado),Inversión extranjera directa (neta),Correspondencia internacional enviada y recibida,"PIB sector industrial (incluye construccion, manufactura, mineria, electricidad, agua y gas)","PIB servicios (incluye comercio, restaurantes, hoteles, transporte, almacenaje, telecomunicaciones, servicios financieros, seguros, actividades inmobiliarias y de alquiler, servicios comunales, sociales y personales)",Patentes solicitadas por entidad de residencia del inventor,Empresas con ISO 9000,Investigadores,PIB en dólares
Chiapas,2358.59417,0.18059,4553358.00000,1796468.00000,73681.00000,229422035.10628,158233891.93029,77396.25752,2400.00000,52.26761,3.16247,2.53513,4.11683,2.77585,0.37567,34.00000,199.00000,35233.00000,0.27808,3293196.00000,24.83660,3110.00000,11074.31000,22.00000,44517.13685,0.96000,918.20000,1241.00000,404.00000,59.40490,77.30000,74.43890,0.29618,403875.00000,71820.00000,1.25239,433.00000,455019.00000,1.20263,5.00000,21.00000,0.10234,81.73830,58.16776,0.04646,505.77931,16287.00000,16.46529,8236200.00000,0.02758,47.10588,19.76127,0.00000,63.60000,2.13266,0.17864,31.96000,684151.00000,12.44670,6.34100,,3368047.15639,81762983.00000,1372497.07750,62417.00000,49.20000,63334.00000,1037691.00000,12.03745,31832.43003,6.10688,0.00000,10.13819,21139.00000,9.00000,25238.00000,99609.00000,607.00000,103.00000,997739.00000,0.81432,83.20238,0.28175,0.10183,37.13000,48.84000,0.87825,0.00000,0.00000,62.00944,7.60000,402325.00000,0.00194,4656053.67073,105047.39300,37034.52800,2.09860,3344.96336,59975242.42235,0.00000,6.00000,100.00000,177.00000,17099743.18186
Chihuahua,6878.73828,0.33639,3422047.00000,1406628.00000,247487.00000,371014955.87965,262101820.58354,24995.41533,11700.00000,83.41172,3.43474,2.25610,5.04608,1.93817,0.16100,14.00000,6421.00000,8623.00000,0.08886,7591842.00000,45.25540,1585.00000,10044.97000,43.00000,5736.57606,0.51000,6433.80000,1262.90000,1038.00000,50.83356,94.60000,76.01760,0.17659,317158.00000,143105.00000,1.80932,235.00000,475074.00000,0.98263,8.00000,15.00000,0.02292,80.26494,56.80410,0.09351,534.96801,191821.00000,10.18632,12547000.00000,-0.02458,100.13432,9.81811,0.00000,41.40000,1.72110,-0.25706,34.11000,120249.00000,19.10195,8.73670,,8643086.52285,202538630.00000,1006269.79250,181391.00000,84.10000,177286.00000,927438.00000,34.99578,50629.07284,31.45135,0.00000,7.81618,51585.00000,25.00000,8484.00000,44016.00000,209.00000,103.00000,2101210.00000,0.08081,75.41679,0.42700,0.29517,19.54000,65.12000,0.78357,0.00000,0.00000,0.00000,7.10000,254087.00000,0.00847,10214333.33352,44974922.51900,39097035.26300,1540.51808,3837.64927,123123891.11894,0.00000,15.00000,432.00000,223.00000,29427148.05721
Coahuila,8014.06011,0.39478,2655187.00000,1145271.00000,151445.00000,388502942.78341,268927311.33755,137643.23554,8200.00000,58.47521,3.28608,2.64516,5.07314,3.10680,0.50500,19.00000,449.00000,32945.00000,0.00325,444121.00000,4.55775,1228.00000,18126.90000,41.00000,6098.40869,0.03000,4026.00000,932.58000,675.00000,51.19251,98.30000,75.08110,0.18921,265093.00000,120092.00000,2.02074,137.00000,378372.00000,0.93848,7.00000,12.00000,0.02592,83.63260,60.69252,0.07153,530.49041,120464.00000,24.66781,8267100.00000,0.00422,78.20481,12.53567,0.30000,61.19000,1.74225,-0.00171,18.56000,52171.00000,18.49088,9.54913,,7338603.06065,242203801.00000,260893.68250,140422.00000,96.90000,151701.00000,688509.00000,34.44311,45253.70651,13.83497,0.00000,0.64212,31496.00000,12.00000,16409.00000,27898.00000,655.00000,103.00000,1527043.00000,0.33015,76.47307,0.30213,0.58550,39.39000,48.84000,0.50193,7825432.00000,0.00000,14.67042,8.30000,284168.00000,0.04110,6139300.26506,12777934.86600,7797586.56500,137.25394,3874.50960,185685983.05053,0.00000,31.00000,431.00000,216.00000,30449511.55950
Colima,1196.75279,0.30852,608535.00000,299671.00000,5627.00000,69551308.84960,47917385.68793,84444.28800,7500.00000,37.45812,3.35208,2.40922,4.59372,3.27042,0.72000,7.00000,131.00000,3292.00000,0.25394,242663.00000,24.40612,664.00000,6420.31000,19.00000,15591.26616,0.52000,1368.40000,211.70000,108.00000,47.77297,98.60000,75.78640,0.30111,60141.00000,41111.00000,2.90753,61.00000,116448.00000,0.90652,3.00000,6.00000,0.04398,83.73780,70.26202,0.14727,528.22957,15049.00000,5.31217,1303900.00000,0.02537,42.25186,19.00000,0.00000,60.40000,1.96884,1.25417,30.90000,33604.00000,26.17962,9.12214,,1513791.17091,43008244.00000,157841.52750,36212.00000,99.80000,35330.00000,172653.00000,36.16587,10071.08419,15.71344,0.00000,16605.32214,11658.00000,7.00000,2889.00000,10306.00000,507.00000,103.00000,431029.00000,3.55429,57.69911,0.30613,0.25217,36.74000,65.12000,0.92473,1490540.00000,0.00000,123.09558,10.40000,61826.00000,0.00609,2519568.81263,115104.34800,75776.84500,3.44847,1545.88173,17597793.03121,0.00000,2.00000,79.00000,130.00000,5607503.36150
Distrito Federal,44394.54429,0.49851,8846752.00000,4244274.00000,6611.00000,2160048526.17372,1502162626.68785,397131.63592,26500.00000,85.22428,3.25776,2.43111,4.70902,2.45644,0.26833,31.00000,1078.00000,413.00000,0.17501,52719.00000,3.40254,808.00000,64.32000,175.00000,1729616.09451,1.22000,3329.80000,4836.25000,4836.00000,41.51470,97.70000,76.29950,0.24609,891680.00000,500968.00000,2.58637,371.00000,1720392.00000,0.94375,19.00000,53.00000,0.02288,79.81344,56.65662,0.05061,539.17056,,12.83498,52578500.00000,-0.00193,100.05032,23.90000,0.00000,66.00000,2.04226,-0.10233,38.16000,16022.00000,59.79941,10.60774,,35021403.41669,1033824414.00000,23048.46750,711181.00000,102.60000,890870.00000,2395732.00000,48.60242,976362.80459,46.97987,0.00000,393.07635,327510.00000,111.00000,135275.00000,52015.00000,1890.00000,103.00000,41967417.00000,1.51263,91.81874,0.34638,0.83283,40.88000,51.16000,0.56531,0.00000,0.00000,38.13779,17.90000,1075009.00000,0.10137,41580257.36346,69635795.16100,63801027.85400,7537.81777,15593.87600,322034920.42711,0.00000,321.00000,2659.00000,6331.00000,169987283.71180
Durango,3036.00945,0.27974,1555688.00000,602332.00000,123367.00000,156890198.98862,104344865.12816,43654.45005,8800.00000,75.21988,3.81393,2.58137,4.96901,2.99801,0.32200,11.00000,1112.00000,6316.00000,0.00325,5484421.00000,14.60581,1455.00000,3517.13000,35.00000,9258.19133,0.80000,3359.60000,521.95000,407.00000,56.19216,93.90000,74.77830,0.21851,159778.00000,45690.00000,2.43457,72.00000,188778.00000,1.04568,3.00000,10.00000,0.02244,83.86866,55.61933,0.09050,538.77996,38005.00000,15.08630,3697700.00000,0.01037,65.56718,14.37478,0.00000,53.67000,2.13405,0.53600,26.45000,90999.00000,7.54310,8.66462,,2193081.87064,62050652.00000,666597.13500,69534.00000,45.20000,77824.00000,379073.00000,27.66589,19435.03360,8.31080,0.00000,0.20358,19457.00000,9.00000,14434.00000,23791.00000,453.00000,103.00000,722977.00000,0.08106,69.07723,0.59238,0.79533,37.83000,74.42000,0.94371,46533027.00000,0.00000,0.00000,3.90000,152478.00000,0.00018,2434707.72774,1284244.47600,1235650.20000,489.58515,1305.33924,56268427.98492,0.00000,3.00000,113.00000,73.00000,12435407.68095
Guanajuato,9018.04024,0.21004,5067217.00000,2085764.00000,30621.00000,491382991.48013,344323190.97159,173597.37325,10800.00000,61.84224,3.80624,3.25005,4.81036,3.50103,0.21467,42.00000,446.00000,11755.00000,0.25394,412810.00000,10.99086,694.00000,2368.82000,17.00000,6175.73247,1.47000,4443.60000,1859.68000,1514.00000,57.04597,94.40000,75.69200,0.25416,448956.00000,124473.00000,1.56318,542.00000,717650.00000,0.97926,8.00000,21.00000,0.06242,81.74942,56.99611,0.04661,530.77835,78525.00000,2.89222,7632200.00000,0.02112,45.26138,14.10000,0.00000,51.65413,1.37547,0.49313,25.82000,208649.00000,17.82204,7.87770,,9240404.81839,226203036.00000,875839.49750,186133.00000,68.60000,167990.00000,1270423.00000,31.68370,81898.71496,7.90766,0.00000,0.90191,836846.00000,18.00000,17201.00000,47535.00000,828.00000,103.00000,1919610.00000,0.65315,79.66385,0.05213,0.28433,35.81000,39.53000,0.86722,0.00000,0.00000,0.00000,7.60000,599543.00000,0.00522,9103818.99285,3966512.90700,4165123.94000,112.13465,6679.99421,187205263.91627,0.00000,36.00000,288.00000,46.00000,38868239.66101
Guerrero,2770.46020,0.20965,3134433.00000,1332432.00000,63618.00000,186026285.42791,131206953.70739,134667.26765,3900.00000,70.93669,3.03945,2.42676,5.26606,2.56191,0.22533,16.00000,1567.00000,14009.00000,0.27808,3551653.00000,6.04557,1785.00000,55.58000,18.00000,107595.27009,0.25000,3355.00000,959.95000,455.00000,62.17108,69.80000,73.83880,0.31209,282074.00000,53268.00000,1.99369,340.00000,470705.00000,0.89302,5.00000,15.00000,0.11184,74.93490,64.62216,0.04131,512.33101,40302.00000,6.64815,3794900.00000,-0.00174,39.83017,8.24473,0.00000,Err:520,1.76729,0.48135,24.54000,417038.00000,11.34993,6.99225,,2551392.52419,57895863.00000,846101.41500,78658.00000,52.00000,76373.00000,777792.00000,25.01582,25962.63492,4.49439,0.00000,461.82615,38585.00000,35.00000,63659.00000,70474.00000,667.00000,103.00000,1596852.00000,0.31438,66.49077,0.47938,0.62850,43.37000,58.14000,0.91265,11169520.00000,0.00000,48.99536,16.00000,440511.00000,0.02775,12191058.14667,15352.64200,48259.77700,-53.26707,8058.19403,34692687.51210,0.00000,3.00000,95.00000,188.00000,14718253.37313
Hidalgo,3439.16353,0.24500,2433563.00000,1010775.00000,20856.00000,194399691.38434,121688862.21871,86387.54041,4000.00000,45.10949,3.40671,2.70512,5.20638,3.33156,0.15000,31.00000,113.00000,7020.00000,0.17501,403685.00000,18.72981,1246.00000,1220.32000,18.00000,25075.03467,0.49000,367.20000,709.93000,291.00000,54.22171,90.70000,75.13590,0.28045,251988.00000,77681.00000,1.86754,256.00000,354205.00000,0.95537,5.00000,10.00000,0.06000,88.44274,58.97575,0.06578,524.85219,23112.00000,4.85683,4022900.00000,0.00948,48.37659,8.77372,0.00000,47.40000,1.73985,0.27727,25.56000,220069.00000,11.63086,8.14839,,5677187.91300,88618595.00000,511522.06250,71006.00000,85.10000,44838.00000,578910.00000,17.11276,24625.93390,13.34392,0.00000,0.00000,0.00000,0.00000,16866.00000,38104.00000,433.00000,103.00000,760861.00000,0.47948,65.84077,0.33838,0.41350,39.46000,51.16000,0.89353,162232.00000,0.00000,11.32318,11.60000,349079.00000,0.10727,1888299.96626,399020.32600,562699.45300,17.65796,2488.91135,78596015.40673,0.00000,12.00000,204.00000,883.00000,15475714.71149
Jalisco,13912.13330,0.28602,7070555.00000,3210549.00000,78630.00000,787147047.74842,553794585.48922,251661.53712,10500.00000,54.89433,2.87192,2.10058,5.31245,3.25277,0.63400,9.00000,1081.00000,24560.00000,0.25394,3030307.00000,28.30479,2108.00000,2082.97000,73.00000,12758.65595,0.38000,3811.30000,2890.80000,2310.00000,52.26933,95.80000,75.62610,0.25160,588962.00000,257733.00000,2.00691,550.00000,1196082.00000,0.88508,6.00000,25.00000,0.03884,76.52021,72.93691,0.07699,537.29452,156227.00000,16.80427,22122900.00000,-0.00325,78.77228,14.50000,0.00000,60.09305,2.21824,-0.00150,32.94000,264681.00000,18.59514,8.86884,,18287862.49561,343165992.00000,1367750.60250,478500.00000,87.50000,369332.00000,1784938.00000,22.30552,159160.46199,9.08988,0.00000,132.77427,176032.00000,101.00000,23417.00000,70540.00000,1433.00000,103.00000,5161300.00000,0.25436,77.60536,0.32613,0.78967,45.92000,76.77000,0.85145,38754364.00000,0.00000,0.00000,10.30000,839703.00000,0.00410,24103300.19560,26630663.65000,32181702.52200,1633.86156,9770.70429,221944693.11608,0.00000,70.00000,600.00000,995.00000,62079888.76935
México,18579.70596,0.30572,15031728.00000,6618915.00000,22333.00000,1172479718.51119,811432265.19309,436430.21687,15800.00000,76.11968,4.01003,2.78076,4.83007,2.71795,0.23600,53.00000,2114.00000,10883.00000,0.17501,645858.00000,33.49889,1679.00000,2929.98000,55.00000,34237.80194,1.03000,5999.60000,6484.23000,3651.00000,48.14099,94.00000,76.03860,0.22964,1605751.00000,391898.00000,1.17570,746.00000,2146010.00000,0.96565,16.00000,66.00000,0.03730,83.58057,61.01821,0.39842,522.33182,201101.00000,21.33328,38249700.00000,0.01676,71.58736,19.44666,0.00000,46.15000,1.99994,0.06014,27.89000,331247.00000,16.81928,9.17229,,22729124.80818,367142334.00000,863731.33500,596828.00000,77.80000,622190.00000,3452874.00000,37.36626,165876.44359,3.16362,0.00000,25.71438,80065.00000,23.00000,129432.00000,122442.00000,2106.00000,103.00000,6246613.00000,0.89554,81.20000,0.28588,0.52650,52.80000,53.49000,0.78097,49544400.00000,0.00000,28.09350,16.40000,2138454.00000,0.00100,17745380.95864,8181264.57600,15796436.66100,1050.82174,7977.44900,432691856.99978,0.00000,80.00000,1362.00000,513.00000,93152474.96256
Michoacán,4962.12893,0.25440,3949377.00000,1599317.00000,58667.00000,300829596.26336,204859457.49105,185058.37199,11000.00000,71.01174,4.00816,2.81021,5.40268,2.57634,0.45100,21.00000,707.00000,18930.00000,0.25394,2602727.00000,11.68059,1765.00000,3502.79000,22.00000,31137.74278,0.43000,2793.10000,1213.63000,494.00000,56.61646,91.60000,75.07010,0.28634,397363.00000,144512.00000,1.69027,380.00000,604125.00000,0.95801,5.00000,19.00000,0.07325,71.07571,58.13909,0.09195,532.92446,30062.00000,19.57649,10069500.00000,0.00443,75.39795,16.60000,0.00000,54.10000,2.73670,0.59110,29.32000,303666.00000,30.25671,7.43449,,5711012.75954,156719869.00000,993835.06500,149614.00000,70.20000,143651.00000,1045789.00000,22.62575,59686.42304,6.73419,0.00000,19984.08763,25457.00000,17.00000,34714.00000,68372.00000,720.00000,103.00000,1139915.00000,0.68181,62.30015,0.16500,0.27917,35.00000,37.21000,0.83657,44110118.00000,0.00000,0.00000,8.40000,487934.00000,0.00000,7042944.60159,1813313.44900,1002760.06900,3.32796,7873.63225,59460348.99605,0.00000,6.00000,127.00000,489.00000,23805476.78553
Morelos,2312.45992,0.31644,1687396.00000,758070.00000,4892.00000,138852842.05050,101969481.14405,84130.41760,8200.00000,69.94642,2.66723,2.25155,5.13074,3.45860,0.54800,4.00000,494.00000,4513.00000,0.17501,88488.00000,10.40327,994.00000,1243.82000,15.00000,41354.95900,0.95000,1336.60000,596.78000,491.00000,50.81508,91.50000,76.13320,0.28552,142843.00000,31779.00000,1.74982,226.00000,287946.00000,0.90356,1.00000,9.00000,0.05043,81.45266,53.93758,0.20737,528.56341,17855.00000,2.73430,1269600.00000,0.00790,20.38401,10.61913,0.00000,64.28000,2.99914,0.01654,24.87000,73458.00000,44.93848,8.96426,,7049766.21070,57110121.00000,128942.00250,91765.00000,105.00000,94869.00000,450510.00000,31.62642,27212.01637,14.50090,0.00000,8.08579,13785.00000,0.00000,22165.00000,27621.00000,322.00000,103.00000,792961.00000,2.04415,72.24909,0.13275,0.60717,29.77000,58.14000,0.87475,6098186.00000,0.00000,14.18400,6.70000,247025.00000,0.00000,3800668.41583,665767.52300,654640.73100,16.95334,5236.67010,48946474.75004,0.00000,22.00000,191.00000,820.00000,10922129.58402
Nayarit,1138.95401,0.30196,971913.00000,451702.00000,27862.00000,74319542.28701,52583184.47822,37708.82817,6600.00000,33.17195,3.31595,2.44296,5.03272,2.16545,0.30067,5.00000,541.00000,10066.00000,0.25394,1271817.00000,2.35433,1413.00000,29097.65000,9.00000,72713.76340,0.41000,1628.40000,319.38000,234.00000,53.58565,92.40000,75.32130,0.28605,98211.00000,43669.00000,2.47105,80.00000,161993.00000,1.03289,5.00000,6.00000,0.04575,84.03629,63.65808,0.04892,523.82640,12737.00000,8.66243,3150900.00000,0.01060,70.93124,12.20000,0.00000,59.66797,2.16288,-0.13379,30.48000,86042.00000,18.04145,8.69640,,2102972.09379,31934172.00000,365307.61250,82244.00000,70.00000,57717.00000,262511.00000,31.52926,11445.33038,7.44830,0.00000,0.12743,6871.00000,1.00000,7306.00000,11809.00000,329.00000,103.00000,469211.00000,0.35891,72.24807,0.49550,0.67683,30.80000,67.44000,0.83352,3934747.00000,0.00000,67.10343,4.40000,127065.00000,0.00000,4608728.65455,120528.17500,61849.57400,52.39566,1572.58104,16068006.43652,0.00000,1.00000,35.00000,39.00000,5942410.19809
Nuevo León,19486.37839,0.43429,4502035.00000,2138977.00000,64203.00000,938002961.65727,648513965.06816,123258.88970,10200.00000,69.71106,2.67835,2.20213,5.37001,3.20439,0.34333,28.00000,928.00000,14281.00000,0.00325,348637.00000,4.40483,1302.00000,1834.43000,56.00000,5061.81274,0.69000,10138.90000,2045.83000,1993.00000,47.51755,96.60000,75.63050,0.20094,233834.00000,285537.00000,1.78139,183.00000,710687.00000,0.94867,3.00000,19.00000,0.03060,84.51784,53.74873,0.08299,564.00922,232345.00000,28.87096,33971500.00000,-0.00153,166.27966,13.90000,0.00000,51.50000,2.02649,0.30590,39.01000,45866.00000,10.99865,9.94340,,22932087.76306,485916607.00000,347914.62750,322390.00000,99.50000,382525.00000,1154920.00000,41.70929,192952.21557,17.26900,0.00000,48.63692,117753.00000,47.00000,74310.00000,73382.00000,910.00000,103.00000,6814581.00000,0.31151,79.50521,0.21350,0.39750,45.77000,60.47000,0.71613,24288582.00000,0.00000,0.00000,9.10000,494733.00000,0.00853,11375591.89771,22812492.58800,22314581.63700,5217.83518,9247.84736,356737032.82438,0.00000,110.00000,1854.00000,617.00000,74665602.80634
Oaxaca,2967.45693,0.20123,3548623.00000,1507380.00000,93343.00000,194208591.64294,127085584.56192,153091.15129,6400.00000,69.35831,3.76789,2.38075,5.17305,3.40073,0.52633,14.00000,731.00000,8998.00000,0.27808,5104015.00000,29.32911,3345.00000,5240.20000,25.00000,48565.84338,0.37000,995.10000,877.83000,48.00000,59.16227,76.10000,74.62300,0.31123,276596.00000,60211.00000,1.56314,698.00000,541629.00000,0.97144,7.00000,18.00000,0.09549,82.99872,61.19332,0.07129,437.91881,12214.00000,1.41649,4615400.00000,0.00570,41.33774,19.98505,0.00000,46.20000,1.96557,2.26777,23.52000,450572.00000,9.74100,6.85814,,1742448.99148,72184241.00000,1255819.52000,84778.00000,47.00000,68664.00000,896373.00000,15.48761,27850.77060,2.53358,0.00000,13427.13819,28847.00000,19.00000,32889.00000,63204.00000,918.00000,103.00000,593213.00000,0.53566,71.38849,0.30613,0.42417,26.38000,32.56000,0.88387,0.00000,0.00000,3.56478,13.40000,548703.00000,0.01041,5829080.01296,164693.40400,55781.09500,5.32048,8116.15398,52644948.36948,0.00000,7.00000,134.00000,182.00000,15599105.96659
Puebla,6878.13857,0.25119,5705519.00000,2406038.00000,34251.00000,423877988.31837,299100075.53988,209399.88240,8500.00000,63.60822,2.69479,2.08068,4.95845,2.69096,0.26833,19.00000,376.00000,37180.00000,0.17501,768226.00000,9.52383,1739.00000,395.57000,38.00000,13218.68754,0.91000,2571.10000,1815.88000,1491.00000,57.11269,87.20000,75.52470,0.29004,616788.00000,132559.00000,1.56573,641.00000,907048.00000,0.75466,7.00000,18.00000,0.06714,85.10422,70.54860,0.08567,535.43848,58287.00000,4.38351,9104700.00000,0.01035,49.89303,18.79043,0.00000,56.94000,1.93711,0.61501,27.19000,520366.00000,13.76651,7.85766,,6634813.54518,272087786.00000,834133.88500,189404.00000,66.70000,208884.00000,1291669.00000,20.06708,58208.19495,4.24284,0.00000,1.61857,22591.00000,8.00000,41465.00000,88373.00000,779.00000,103.00000,2448618.00000,0.58392,66.87619,0.15700,0.52633,52.07000,48.84000,0.89749,0.00000,0.00000,18.66071,7.60000,118497.00000,0.00049,5635588.95831,8170381.29500,6942019.38000,486.21509,6284.94694,142745047.59410,0.00000,43.00000,371.00000,596.00000,33279562.77268
Querétaro,4456.74773,0.28702,1750965.00000,729709.00000,11658.00000,232181692.35194,156233515.23379,59533.49660,7500.00000,34.06382,2.56213,2.23111,4.56985,2.61763,0.68767,14.00000,73.00000,2865.00000,0.25394,247372.00000,17.53755,652.00000,3860.73000,26.00000,3396.98547,0.99000,1499.30000,618.68000,511.00000,50.52910,94.70000,75.73860,0.20646,121767.00000,56402.00000,1.68444,127.00000,264640.00000,0.91934,3.00000,9.00000,0.05575,79.29037,61.99878,0.16343,520.20817,47051.00000,2.91282,2219800.00000,0.00844,31.03481,12.80000,0.00000,51.47153,2.09652,-0.06883,29.91000,51920.00000,15.27690,8.70393,,7698063.52862,123059237.00000,151544.96250,101100.00000,83.20000,88626.00000,442282.00000,34.01656,30776.98115,10.14140,0.00000,8.38367,10798.00000,9.00000,13297.00000,23127.00000,327.00000,103.00000,1619580.00000,0.85778,58.33497,0.31013,0.50500,34.95000,44.19000,0.86158,0.00000,0.00000,228.17553,6.90000,272485.00000,0.00070,4802338.06230,3857615.64000,5449692.16700,391.75729,3525.80952,84361690.12664,0.00000,47.00000,338.00000,386.00000,18342539.97578
Quintana Roo,2909.42186,0.27817,1361821.00000,701390.00000,42535.00000,176812630.00380,125894183.74456,41635.65106,15900.00000,64.25394,2.83088,2.31477,5.53458,3.60587,0.33300,18.00000,145.00000,5738.00000,0.27808,3686715.00000,3.52111,792.00000,11367.19000,9.00000,6598.12526,0.07000,1725.20000,452.60000,453.00000,46.71333,92.40000,76.50020,0.27667,128600.00000,95705.00000,2.38766,47.00000,251026.00000,0.98161,1.00000,4.00000,0.05335,81.70787,49.65697,0.11017,528.42322,35126.00000,88.96074,10037200.00000,-0.00843,176.34173,12.60000,0.00000,39.60153,1.67691,-0.00171,37.26000,43491.00000,18.65258,8.76673,,7484429.44027,108257408.00000,87375.89750,86130.00000,100.70000,89785.00000,359449.00000,30.41714,18815.53213,9.54773,0.00000,9739.13991,129259.00000,101.00000,34762.00000,22983.00000,329.00000,103.00000,1981854.00000,1.17550,66.83765,0.42313,0.83800,31.59000,46.51000,0.61061,0.00000,0.00000,0.00000,5.90000,52951.00000,0.43081,32736702.15570,139095.47800,261111.96300,61.26320,6675.17436,19534874.08733,0.00000,3.00000,117.00000,75.00000,14033663.35993
San Luis Potosí,4221.83069,0.30367,2495513.00000,1031655.00000,61165.00000,238730437.42141,156593742.72629,83571.24850,9500.00000,52.11691,3.81056,2.52020,5.36507,3.52754,0.36500,16.00000,363.00000,19458.00000,0.00325,822044.00000,6.01633,1632.00000,747.26000,19.00000,12304.10317,1.19000,1906.20000,757.38000,516.00000,58.16970,85.50000,75.44950,0.22925,234441.00000,71677.00000,1.93767,259.00000,363474.00000,1.05061,4.00000,12.00000,0.05582,83.35592,64.00222,0.06477,507.40008,48163.00000,6.85681,4823500.00000,0.01436,57.73899,16.10000,0.00000,51.01053,2.20978,0.07819,27.55000,200432.00000,14.08720,8.35594,,4138577.88921,137236530.00000,582750.22000,149703.00000,61.10000,129068.00000,600357.00000,24.41117,28169.10584,8.42303,0.00000,26.75353,22227.00000,16.00000,10277.00000,38082.00000,389.00000,103.00000,953666.00000,0.32698,81.87500,0.21725,0.34367,21.89000,51.16000,0.89505,829945.00000,0.00000,14.10639,5.60000,88641.00000,0.00082,4463926.27577,3393152.31000,3612598.43900,264.22974,1552.64818,97780684.18574,0.00000,6.00000,234.00000,343.00000,18468575.64719
Sinaloa,4328.61946,0.31846,2655951.00000,1188933.00000,57331.00000,264401610.64253,175180151.02557,76211.82671,5800.00000,67.11851,3.58979,2.92020,5.46660,3.48510,0.59100,7.00000,2397.00000,7107.00000,0.08886,2701741.00000,14.34026,1206.00000,510.02000,32.00000,44281.75338,0.22000,4809.60000,947.18000,762.00000,50.37189,94.70000,74.88990,0.23511,248638.00000,157570.00000,2.15313,135.00000,395430.00000,0.91131,2.00000,13.00000,0.03630,82.05864,62.92226,0.02987,532.59484,37624.00000,3.79489,4879300.00000,0.00789,44.30853,20.10000,0.00000,58.30000,1.91867,0.31825,35.31000,204263.00000,24.01274,9.32239,,5696544.56292,107060231.00000,1216541.87500,184761.00000,90.90000,182910.00000,697941.00000,33.45803,45226.66743,13.86754,0.00000,8114.89164,78030.36667,46.00000,17382.00000,45221.00000,629.00000,103.00000,1519430.00000,0.69770,76.57932,0.24175,0.32217,46.89000,72.09000,0.90001,0.00000,0.00000,0.00000,9.90000,402325.00000,0.04318,10022088.28140,1388647.52700,607187.84500,21.28363,2941.80017,52460796.04043,0.00000,14.00000,179.00000,218.00000,21135479.34681
